NIS,REGION,SEX,AGE,POPULATION,MORTALITY_TOTAL,MORTALITY_ATTR
21001,BR,F,"[0,5)",4619,6,0
21002,BR,F,"[0,5)",978,0,0
21003,BR,F,"[0,5)",941,0,0
21004,BR,F,"[0,5)",6421,4,0
21005,BR,F,"[0,5)",1435,0,0
21006,BR,F,"[0,5)",1460,0,0
21007,BR,F,"[0,5)",2083,4,0
21008,BR,F,"[0,5)",873,0,0
21009,BR,F,"[0,5)",2272,0,0
21010,BR,F,"[0,5)",1901,3,0
21011,BR,F,"[0,5)",892,0,0
21012,BR,F,"[0,5)",4074,5,0
21013,BR,F,"[0,5)",1501,3,0
21014,BR,F,"[0,5)",987,0,0
21015,BR,F,"[0,5)",5264,3,0
21016,BR,F,"[0,5)",2108,0,0
21017,BR,F,"[0,5)",649,1,0
21018,BR,F,"[0,5)",1559,0,0
21019,BR,F,"[0,5)",1152,0,0
11001,FL,F,"[0,5)",297,0,0
11002,FL,F,"[0,5)",17721,16,0
11004,FL,F,"[0,5)",308,0,0
11005,FL,F,"[0,5)",562,1,0
11007,FL,F,"[0,5)",320,0,0
11008,FL,F,"[0,5)",787,1,0
11009,FL,F,"[0,5)",699,1,0
11013,FL,F,"[0,5)",608,0,0
11016,FL,F,"[0,5)",501,0,0
11018,FL,F,"[0,5)",316,0,0
11021,FL,F,"[0,5)",178,0,0
11022,FL,F,"[0,5)",471,0,0
11023,FL,F,"[0,5)",565,1,0
11024,FL,F,"[0,5)",503,0,0
11025,FL,F,"[0,5)",183,1,0
11029,FL,F,"[0,5)",701,1,0
11030,FL,F,"[0,5)",332,0,0
11035,FL,F,"[0,5)",425,2,0
11037,FL,F,"[0,5)",318,0,0
11038,FL,F,"[0,5)",214,0,0
11039,FL,F,"[0,5)",375,0,0
11040,FL,F,"[0,5)",789,0,0
11044,FL,F,"[0,5)",420,0,0
11050,FL,F,"[0,5)",204,2,0
11052,FL,F,"[0,5)",316,0,0
11053,FL,F,"[0,5)",500,1,0
11054,FL,F,"[0,5)",309,0,0
11055,FL,F,"[0,5)",432,0,0
11056,FL,F,"[0,5)",469,0,0
11057,FL,F,"[0,5)",335,0,0
12002,FL,F,"[0,5)",254,0,0
12005,FL,F,"[0,5)",293,0,0
12007,FL,F,"[0,5)",423,0,0
12009,FL,F,"[0,5)",399,0,0
12014,FL,F,"[0,5)",907,2,0
12021,FL,F,"[0,5)",908,0,0
12025,FL,F,"[0,5)",2743,0,0
12026,FL,F,"[0,5)",539,1,0
12029,FL,F,"[0,5)",371,1,0
12035,FL,F,"[0,5)",494,0,0
12040,FL,F,"[0,5)",810,2,0
12041,FL,F,"[0,5)",600,0,0
13001,FL,F,"[0,5)",283,1,0
13002,FL,F,"[0,5)",51,0,0
13003,FL,F,"[0,5)",585,0,0
13004,FL,F,"[0,5)",449,1,0
13006,FL,F,"[0,5)",242,0,0
13008,FL,F,"[0,5)",894,2,0
13010,FL,F,"[0,5)",229,0,0
13011,FL,F,"[0,5)",619,0,0
13012,FL,F,"[0,5)",193,0,0
13013,FL,F,"[0,5)",282,0,0
13014,FL,F,"[0,5)",577,1,0
13016,FL,F,"[0,5)",244,0,0
13017,FL,F,"[0,5)",426,2,0
13019,FL,F,"[0,5)",376,0,0
13021,FL,F,"[0,5)",253,0,0
13023,FL,F,"[0,5)",216,0,0
13025,FL,F,"[0,5)",870,0,0
13029,FL,F,"[0,5)",299,0,0
13031,FL,F,"[0,5)",336,0,0
13035,FL,F,"[0,5)",384,0,0
13036,FL,F,"[0,5)",260,0,0
13037,FL,F,"[0,5)",328,1,0
13040,FL,F,"[0,5)",1238,0,0
13044,FL,F,"[0,5)",188,0,0
13046,FL,F,"[0,5)",282,0,0
13049,FL,F,"[0,5)",520,1,0
13053,FL,F,"[0,5)",362,0,0
23002,FL,F,"[0,5)",1019,0,0
23003,FL,F,"[0,5)",644,1,0
23009,FL,F,"[0,5)",42,1,0
23016,FL,F,"[0,5)",1185,0,0
23023,FL,F,"[0,5)",183,0,0
23024,FL,F,"[0,5)",196,0,0
23025,FL,F,"[0,5)",1077,0,0
23027,FL,F,"[0,5)",1106,0,0
23032,FL,F,"[0,5)",157,0,0
23033,FL,F,"[0,5)",306,0,0
23038,FL,F,"[0,5)",302,0,0
23039,FL,F,"[0,5)",216,0,0
23044,FL,F,"[0,5)",338,0,0
23045,FL,F,"[0,5)",489,2,0
23047,FL,F,"[0,5)",484,0,0
23050,FL,F,"[0,5)",478,0,0
23052,FL,F,"[0,5)",438,0,0
23060,FL,F,"[0,5)",395,1,0
23062,FL,F,"[0,5)",644,0,0
23064,FL,F,"[0,5)",95,0,0
23077,FL,F,"[0,5)",967,1,0
23081,FL,F,"[0,5)",326,1,0
23086,FL,F,"[0,5)",387,0,0
23088,FL,F,"[0,5)",1474,2,0
23094,FL,F,"[0,5)",995,1,0
23096,FL,F,"[0,5)",595,0,0
23097,FL,F,"[0,5)",274,0,0
23098,FL,F,"[0,5)",198,0,0
23099,FL,F,"[0,5)",367,0,0
23100,FL,F,"[0,5)",106,0,0
23101,FL,F,"[0,5)",482,0,0
23102,FL,F,"[0,5)",504,0,0
23103,FL,F,"[0,5)",388,0,0
23104,FL,F,"[0,5)",202,0,0
23105,FL,F,"[0,5)",343,0,0
24001,FL,F,"[0,5)",665,0,0
24007,FL,F,"[0,5)",207,0,0
24008,FL,F,"[0,5)",148,0,0
24009,FL,F,"[0,5)",255,0,0
24011,FL,F,"[0,5)",231,0,0
24014,FL,F,"[0,5)",330,0,0
24016,FL,F,"[0,5)",220,0,0
24020,FL,F,"[0,5)",567,1,0
24028,FL,F,"[0,5)",140,0,0
24033,FL,F,"[0,5)",340,0,0
24038,FL,F,"[0,5)",576,0,0
24041,FL,F,"[0,5)",161,0,0
24043,FL,F,"[0,5)",251,0,0
24045,FL,F,"[0,5)",261,0,0
24048,FL,F,"[0,5)",240,0,0
24054,FL,F,"[0,5)",166,0,0
24055,FL,F,"[0,5)",534,2,0
24059,FL,F,"[0,5)",373,1,0
24062,FL,F,"[0,5)",2576,0,0
24066,FL,F,"[0,5)",308,1,0
24086,FL,F,"[0,5)",269,0,0
24094,FL,F,"[0,5)",401,0,0
24104,FL,F,"[0,5)",611,0,0
24107,FL,F,"[0,5)",919,0,0
24109,FL,F,"[0,5)",277,0,0
24130,FL,F,"[0,5)",171,0,0
24133,FL,F,"[0,5)",173,0,0
24134,FL,F,"[0,5)",448,0,0
24135,FL,F,"[0,5)",235,0,0
24137,FL,F,"[0,5)",95,0,0
31003,FL,F,"[0,5)",367,0,0
31004,FL,F,"[0,5)",325,0,0
31005,FL,F,"[0,5)",2430,0,0
31006,FL,F,"[0,5)",266,0,0
31012,FL,F,"[0,5)",274,0,0
31022,FL,F,"[0,5)",551,0,0
31033,FL,F,"[0,5)",458,0,0
31040,FL,F,"[0,5)",530,1,0
31042,FL,F,"[0,5)",47,0,0
31043,FL,F,"[0,5)",378,1,0
32003,FL,F,"[0,5)",426,0,0
32006,FL,F,"[0,5)",276,0,0
32010,FL,F,"[0,5)",232,1,0
32011,FL,F,"[0,5)",356,0,0
32030,FL,F,"[0,5)",86,0,0
33011,FL,F,"[0,5)",794,1,0
33016,FL,F,"[0,5)",35,0,0
33021,FL,F,"[0,5)",496,0,0
33029,FL,F,"[0,5)",489,0,0
33037,FL,F,"[0,5)",312,0,0
33039,FL,F,"[0,5)",187,0,0
33040,FL,F,"[0,5)",198,0,0
33041,FL,F,"[0,5)",104,0,0
34002,FL,F,"[0,5)",346,0,0
34003,FL,F,"[0,5)",259,0,0
34009,FL,F,"[0,5)",321,0,0
34013,FL,F,"[0,5)",725,2,0
34022,FL,F,"[0,5)",2034,0,0
34023,FL,F,"[0,5)",378,0,0
34025,FL,F,"[0,5)",130,0,0
34027,FL,F,"[0,5)",932,1,0
34040,FL,F,"[0,5)",917,1,0
34041,FL,F,"[0,5)",818,1,0
34042,FL,F,"[0,5)",611,0,0
34043,FL,F,"[0,5)",63,0,0
35002,FL,F,"[0,5)",393,0,0
35005,FL,F,"[0,5)",304,0,0
35006,FL,F,"[0,5)",350,0,0
35011,FL,F,"[0,5)",269,0,0
35013,FL,F,"[0,5)",1518,0,0
35014,FL,F,"[0,5)",213,0,0
35029,FL,F,"[0,5)",170,0,0
36006,FL,F,"[0,5)",233,0,0
36007,FL,F,"[0,5)",295,0,0
36008,FL,F,"[0,5)",685,0,0
36010,FL,F,"[0,5)",240,0,0
36011,FL,F,"[0,5)",207,0,0
36012,FL,F,"[0,5)",271,0,0
36015,FL,F,"[0,5)",1614,0,0
36019,FL,F,"[0,5)",297,0,0
37002,FL,F,"[0,5)",232,0,0
37007,FL,F,"[0,5)",240,0,0
37010,FL,F,"[0,5)",191,0,0
37011,FL,F,"[0,5)",151,1,0
37012,FL,F,"[0,5)",165,0,0
37015,FL,F,"[0,5)",509,1,0
37017,FL,F,"[0,5)",227,0,0
37018,FL,F,"[0,5)",324,0,0
37020,FL,F,"[0,5)",223,0,0
38002,FL,F,"[0,5)",151,0,0
38008,FL,F,"[0,5)",190,0,0
38014,FL,F,"[0,5)",252,0,0
38016,FL,F,"[0,5)",184,1,0
38025,FL,F,"[0,5)",279,0,0
41002,FL,F,"[0,5)",2233,0,0
41011,FL,F,"[0,5)",568,0,0
41018,FL,F,"[0,5)",764,0,0
41024,FL,F,"[0,5)",449,0,0
41027,FL,F,"[0,5)",410,0,0
41034,FL,F,"[0,5)",420,0,0
41048,FL,F,"[0,5)",961,0,0
41063,FL,F,"[0,5)",243,0,0
41081,FL,F,"[0,5)",584,0,0
41082,FL,F,"[0,5)",441,0,0
42003,FL,F,"[0,5)",330,1,0
42004,FL,F,"[0,5)",334,0,0
42006,FL,F,"[0,5)",1105,0,0
42008,FL,F,"[0,5)",582,0,0
42010,FL,F,"[0,5)",273,0,0
42011,FL,F,"[0,5)",491,0,0
42023,FL,F,"[0,5)",237,0,0
42025,FL,F,"[0,5)",609,0,0
42026,FL,F,"[0,5)",293,0,0
42028,FL,F,"[0,5)",549,0,0
43002,FL,F,"[0,5)",303,0,0
43005,FL,F,"[0,5)",458,2,0
43007,FL,F,"[0,5)",156,0,0
43010,FL,F,"[0,5)",544,0,0
43014,FL,F,"[0,5)",153,0,0
43018,FL,F,"[0,5)",338,0,0
44012,FL,F,"[0,5)",252,1,0
44013,FL,F,"[0,5)",394,0,0
44019,FL,F,"[0,5)",873,0,0
44020,FL,F,"[0,5)",288,0,0
44021,FL,F,"[0,5)",7206,4,0
44034,FL,F,"[0,5)",479,0,0
44040,FL,F,"[0,5)",335,0,0
44043,FL,F,"[0,5)",571,0,0
44045,FL,F,"[0,5)",137,1,0
44048,FL,F,"[0,5)",259,0,0
44052,FL,F,"[0,5)",302,0,0
44064,FL,F,"[0,5)",152,0,0
44073,FL,F,"[0,5)",183,0,0
44081,FL,F,"[0,5)",390,0,0
44083,FL,F,"[0,5)",965,1,0
44084,FL,F,"[0,5)",621,0,0
44085,FL,F,"[0,5)",644,1,0
45035,FL,F,"[0,5)",697,1,0
45041,FL,F,"[0,5)",824,0,0
45059,FL,F,"[0,5)",310,0,0
45060,FL,F,"[0,5)",153,0,0
45061,FL,F,"[0,5)",175,0,0
45062,FL,F,"[0,5)",42,0,0
45063,FL,F,"[0,5)",150,0,0
45064,FL,F,"[0,5)",116,1,0
45065,FL,F,"[0,5)",195,0,0
45068,FL,F,"[0,5)",382,0,0
46003,FL,F,"[0,5)",1192,0,0
46013,FL,F,"[0,5)",401,0,0
46014,FL,F,"[0,5)",1197,2,0
46020,FL,F,"[0,5)",420,0,0
46021,FL,F,"[0,5)",2252,2,0
46024,FL,F,"[0,5)",447,0,0
46025,FL,F,"[0,5)",845,1,0
71002,FL,F,"[0,5)",191,0,0
71004,FL,F,"[0,5)",1274,0,0
71011,FL,F,"[0,5)",426,0,0
71016,FL,F,"[0,5)",1596,0,0
71017,FL,F,"[0,5)",202,0,0
71020,FL,F,"[0,5)",229,0,0
71022,FL,F,"[0,5)",1729,0,0
71024,FL,F,"[0,5)",294,0,0
71034,FL,F,"[0,5)",416,0,0
71037,FL,F,"[0,5)",356,0,0
71045,FL,F,"[0,5)",182,0,0
71053,FL,F,"[0,5)",805,0,0
71057,FL,F,"[0,5)",363,0,0
71066,FL,F,"[0,5)",503,1,0
71067,FL,F,"[0,5)",154,1,0
71069,FL,F,"[0,5)",292,0,0
71070,FL,F,"[0,5)",805,0,0
72003,FL,F,"[0,5)",321,0,0
72004,FL,F,"[0,5)",385,0,0
72018,FL,F,"[0,5)",248,0,0
72020,FL,F,"[0,5)",768,0,0
72021,FL,F,"[0,5)",583,0,0
72030,FL,F,"[0,5)",363,0,0
72037,FL,F,"[0,5)",331,0,0
72038,FL,F,"[0,5)",315,0,0
72039,FL,F,"[0,5)",794,0,0
72041,FL,F,"[0,5)",472,1,0
72042,FL,F,"[0,5)",502,0,0
72043,FL,F,"[0,5)",813,0,0
73001,FL,F,"[0,5)",216,0,0
73006,FL,F,"[0,5)",803,0,0
73009,FL,F,"[0,5)",224,0,0
73022,FL,F,"[0,5)",172,0,0
73028,FL,F,"[0,5)",1,0,0
73032,FL,F,"[0,5)",209,0,0
73040,FL,F,"[0,5)",165,0,0
73042,FL,F,"[0,5)",597,0,0
73066,FL,F,"[0,5)",398,0,0
73083,FL,F,"[0,5)",731,0,0
73098,FL,F,"[0,5)",140,0,0
73107,FL,F,"[0,5)",979,0,0
73109,FL,F,"[0,5)",90,0,0
25005,WA,F,"[0,5)",171,0,0
25014,WA,F,"[0,5)",987,0,0
25015,WA,F,"[0,5)",258,2,0
25018,WA,F,"[0,5)",271,0,0
25023,WA,F,"[0,5)",305,0,0
25031,WA,F,"[0,5)",427,1,0
25037,WA,F,"[0,5)",347,0,0
25043,WA,F,"[0,5)",190,0,0
25044,WA,F,"[0,5)",160,1,0
25048,WA,F,"[0,5)",325,1,0
25050,WA,F,"[0,5)",167,0,0
25068,WA,F,"[0,5)",222,0,0
25072,WA,F,"[0,5)",740,1,0
25084,WA,F,"[0,5)",273,0,0
25091,WA,F,"[0,5)",489,0,0
25105,WA,F,"[0,5)",672,0,0
25107,WA,F,"[0,5)",309,0,0
25110,WA,F,"[0,5)",563,0,0
25112,WA,F,"[0,5)",821,0,0
25117,WA,F,"[0,5)",199,1,0
25118,WA,F,"[0,5)",101,0,0
25119,WA,F,"[0,5)",244,0,0
25120,WA,F,"[0,5)",226,0,0
25121,WA,F,"[0,5)",811,0,0
25122,WA,F,"[0,5)",157,0,0
25123,WA,F,"[0,5)",303,0,0
25124,WA,F,"[0,5)",184,0,0
51004,WA,F,"[0,5)",635,0,0
51008,WA,F,"[0,5)",341,0,0
51009,WA,F,"[0,5)",299,0,0
51012,WA,F,"[0,5)",104,0,0
51014,WA,F,"[0,5)",166,1,0
51017,WA,F,"[0,5)",129,0,0
51019,WA,F,"[0,5)",59,0,0
51065,WA,F,"[0,5)",288,0,0
51067,WA,F,"[0,5)",343,0,0
51068,WA,F,"[0,5)",176,0,0
51069,WA,F,"[0,5)",463,1,0
52010,WA,F,"[0,5)",376,0,0
52011,WA,F,"[0,5)",6104,6,0
52012,WA,F,"[0,5)",954,2,0
52015,WA,F,"[0,5)",810,0,0
52018,WA,F,"[0,5)",335,0,0
52021,WA,F,"[0,5)",590,0,0
52022,WA,F,"[0,5)",447,0,0
52025,WA,F,"[0,5)",228,0,0
52048,WA,F,"[0,5)",210,1,0
52055,WA,F,"[0,5)",480,0,0
52074,WA,F,"[0,5)",277,0,0
52075,WA,F,"[0,5)",230,0,0
53014,WA,F,"[0,5)",478,1,0
53020,WA,F,"[0,5)",443,0,0
53028,WA,F,"[0,5)",567,1,0
53039,WA,F,"[0,5)",162,0,0
53044,WA,F,"[0,5)",245,0,0
53046,WA,F,"[0,5)",110,0,0
53053,WA,F,"[0,5)",2508,4,0
53065,WA,F,"[0,5)",488,0,0
53068,WA,F,"[0,5)",175,1,0
53070,WA,F,"[0,5)",537,0,0
53082,WA,F,"[0,5)",636,1,0
53083,WA,F,"[0,5)",109,1,0
53084,WA,F,"[0,5)",185,0,0
55004,WA,F,"[0,5)",561,0,0
55035,WA,F,"[0,5)",222,0,0
55040,WA,F,"[0,5)",635,1,0
55050,WA,F,"[0,5)",283,0,0
55085,WA,F,"[0,5)",263,0,0
55086,WA,F,"[0,5)",614,0,0
56001,WA,F,"[0,5)",315,0,0
56005,WA,F,"[0,5)",147,0,0
56016,WA,F,"[0,5)",217,0,0
56022,WA,F,"[0,5)",266,0,0
56029,WA,F,"[0,5)",85,0,0
56044,WA,F,"[0,5)",128,0,0
56049,WA,F,"[0,5)",104,0,0
56051,WA,F,"[0,5)",128,0,0
56078,WA,F,"[0,5)",287,0,0
56086,WA,F,"[0,5)",266,0,0
56088,WA,F,"[0,5)",107,0,0
57003,WA,F,"[0,5)",183,0,0
57018,WA,F,"[0,5)",123,0,0
57027,WA,F,"[0,5)",285,0,0
57062,WA,F,"[0,5)",140,0,0
57064,WA,F,"[0,5)",427,0,0
57072,WA,F,"[0,5)",112,0,0
57081,WA,F,"[0,5)",1455,2,0
57093,WA,F,"[0,5)",214,0,0
57094,WA,F,"[0,5)",375,1,0
57095,WA,F,"[0,5)",89,0,0
57096,WA,F,"[0,5)",1687,4,0
57097,WA,F,"[0,5)",455,0,0
58001,WA,F,"[0,5)",2084,2,0
58002,WA,F,"[0,5)",807,1,0
58003,WA,F,"[0,5)",196,3,0
58004,WA,F,"[0,5)",459,0,0
61003,WA,F,"[0,5)",377,0,0
61010,WA,F,"[0,5)",92,0,0
61012,WA,F,"[0,5)",123,0,0
61019,WA,F,"[0,5)",109,0,0
61024,WA,F,"[0,5)",85,0,0
61028,WA,F,"[0,5)",173,0,0
61031,WA,F,"[0,5)",480,0,0
61039,WA,F,"[0,5)",142,0,0
61041,WA,F,"[0,5)",106,0,0
61043,WA,F,"[0,5)",116,0,0
61048,WA,F,"[0,5)",65,0,0
61063,WA,F,"[0,5)",113,0,0
61068,WA,F,"[0,5)",176,0,0
61072,WA,F,"[0,5)",333,0,0
61079,WA,F,"[0,5)",88,0,0
61080,WA,F,"[0,5)",171,2,0
61081,WA,F,"[0,5)",59,0,0
62003,WA,F,"[0,5)",738,0,0
62006,WA,F,"[0,5)",233,0,0
62009,WA,F,"[0,5)",289,0,0
62011,WA,F,"[0,5)",235,0,0
62015,WA,F,"[0,5)",298,0,0
62022,WA,F,"[0,5)",474,0,0
62026,WA,F,"[0,5)",120,0,0
62027,WA,F,"[0,5)",215,0,0
62032,WA,F,"[0,5)",287,1,0
62038,WA,F,"[0,5)",383,0,0
62051,WA,F,"[0,5)",1210,1,0
62060,WA,F,"[0,5)",222,0,0
62063,WA,F,"[0,5)",5688,3,0
62079,WA,F,"[0,5)",590,0,0
62093,WA,F,"[0,5)",763,0,0
62096,WA,F,"[0,5)",1845,0,0
62099,WA,F,"[0,5)",432,2,0
62100,WA,F,"[0,5)",332,0,0
62108,WA,F,"[0,5)",435,0,0
62118,WA,F,"[0,5)",622,1,0
62119,WA,F,"[0,5)",311,1,0
62120,WA,F,"[0,5)",710,0,0
62121,WA,F,"[0,5)",193,0,0
62122,WA,F,"[0,5)",244,0,0
63001,WA,F,"[0,5)",120,0,0
63003,WA,F,"[0,5)",101,0,0
63004,WA,F,"[0,5)",113,1,0
63012,WA,F,"[0,5)",114,0,0
63013,WA,F,"[0,5)",135,0,0
63020,WA,F,"[0,5)",534,0,0
63023,WA,F,"[0,5)",502,0,0
63035,WA,F,"[0,5)",389,0,0
63038,WA,F,"[0,5)",174,1,0
63040,WA,F,"[0,5)",271,0,0
63045,WA,F,"[0,5)",91,0,0
63046,WA,F,"[0,5)",138,0,0
63048,WA,F,"[0,5)",143,0,0
63049,WA,F,"[0,5)",327,0,0
63057,WA,F,"[0,5)",81,0,0
63058,WA,F,"[0,5)",247,0,0
63061,WA,F,"[0,5)",251,0,0
63067,WA,F,"[0,5)",259,0,0
63072,WA,F,"[0,5)",204,1,0
63073,WA,F,"[0,5)",199,0,0
63075,WA,F,"[0,5)",68,0,0
63076,WA,F,"[0,5)",276,0,0
63079,WA,F,"[0,5)",1761,2,0
63080,WA,F,"[0,5)",181,0,0
63084,WA,F,"[0,5)",257,0,0
63086,WA,F,"[0,5)",72,0,0
63087,WA,F,"[0,5)",105,0,0
63088,WA,F,"[0,5)",305,0,0
63089,WA,F,"[0,5)",158,0,0
64008,WA,F,"[0,5)",76,0,0
64015,WA,F,"[0,5)",172,0,0
64021,WA,F,"[0,5)",67,0,0
64023,WA,F,"[0,5)",68,0,0
64025,WA,F,"[0,5)",68,0,0
64029,WA,F,"[0,5)",84,0,0
64034,WA,F,"[0,5)",419,0,0
64047,WA,F,"[0,5)",85,0,0
64056,WA,F,"[0,5)",101,0,0
64063,WA,F,"[0,5)",140,0,0
64065,WA,F,"[0,5)",171,0,0
64074,WA,F,"[0,5)",345,0,0
64075,WA,F,"[0,5)",87,0,0
64076,WA,F,"[0,5)",87,0,0
81001,WA,F,"[0,5)",773,0,0
81003,WA,F,"[0,5)",169,0,0
81004,WA,F,"[0,5)",450,0,0
81013,WA,F,"[0,5)",66,1,0
81015,WA,F,"[0,5)",206,0,0
82003,WA,F,"[0,5)",445,0,0
82005,WA,F,"[0,5)",146,0,0
82009,WA,F,"[0,5)",82,0,0
82014,WA,F,"[0,5)",138,0,0
82032,WA,F,"[0,5)",216,1,0
82036,WA,F,"[0,5)",179,0,0
82037,WA,F,"[0,5)",137,0,0
82038,WA,F,"[0,5)",78,0,0
83012,WA,F,"[0,5)",245,0,0
83013,WA,F,"[0,5)",68,0,0
83028,WA,F,"[0,5)",135,0,0
83031,WA,F,"[0,5)",97,0,0
83034,WA,F,"[0,5)",407,0,0
83040,WA,F,"[0,5)",138,0,0
83044,WA,F,"[0,5)",86,0,0
83049,WA,F,"[0,5)",83,0,0
83055,WA,F,"[0,5)",90,0,0
84009,WA,F,"[0,5)",250,0,0
84010,WA,F,"[0,5)",123,0,0
84016,WA,F,"[0,5)",34,0,0
84029,WA,F,"[0,5)",33,0,0
84033,WA,F,"[0,5)",175,0,0
84035,WA,F,"[0,5)",162,0,0
84043,WA,F,"[0,5)",240,0,0
84050,WA,F,"[0,5)",144,0,0
84059,WA,F,"[0,5)",161,0,0
84068,WA,F,"[0,5)",60,0,0
84075,WA,F,"[0,5)",59,0,0
84077,WA,F,"[0,5)",290,0,0
85007,WA,F,"[0,5)",128,0,0
85009,WA,F,"[0,5)",147,1,0
85011,WA,F,"[0,5)",126,0,0
85024,WA,F,"[0,5)",79,0,0
85026,WA,F,"[0,5)",107,0,0
85034,WA,F,"[0,5)",100,0,0
85039,WA,F,"[0,5)",131,0,0
85045,WA,F,"[0,5)",291,0,0
85046,WA,F,"[0,5)",247,0,0
85047,WA,F,"[0,5)",50,0,0
91005,WA,F,"[0,5)",182,0,0
91013,WA,F,"[0,5)",233,0,0
91015,WA,F,"[0,5)",105,0,0
91030,WA,F,"[0,5)",424,0,0
91034,WA,F,"[0,5)",320,0,0
91054,WA,F,"[0,5)",126,0,0
91059,WA,F,"[0,5)",216,0,0
91064,WA,F,"[0,5)",137,0,0
91072,WA,F,"[0,5)",129,0,0
91103,WA,F,"[0,5)",88,0,0
91114,WA,F,"[0,5)",311,0,0
91120,WA,F,"[0,5)",150,0,0
91141,WA,F,"[0,5)",229,0,0
91142,WA,F,"[0,5)",135,0,0
91143,WA,F,"[0,5)",45,0,0
92003,WA,F,"[0,5)",748,1,0
92006,WA,F,"[0,5)",205,0,0
92035,WA,F,"[0,5)",475,0,0
92045,WA,F,"[0,5)",209,0,0
92048,WA,F,"[0,5)",245,0,0
92054,WA,F,"[0,5)",182,0,0
92087,WA,F,"[0,5)",347,0,0
92094,WA,F,"[0,5)",2654,0,0
92097,WA,F,"[0,5)",140,0,0
92101,WA,F,"[0,5)",293,0,0
92114,WA,F,"[0,5)",219,0,0
92137,WA,F,"[0,5)",740,0,0
92138,WA,F,"[0,5)",216,1,0
92140,WA,F,"[0,5)",505,0,0
92141,WA,F,"[0,5)",256,0,0
92142,WA,F,"[0,5)",699,0,0
93010,WA,F,"[0,5)",109,2,0
93014,WA,F,"[0,5)",315,0,0
93018,WA,F,"[0,5)",69,0,0
93022,WA,F,"[0,5)",277,1,0
93056,WA,F,"[0,5)",211,0,0
93088,WA,F,"[0,5)",384,1,0
93090,WA,F,"[0,5)",114,0,0
21001,BR,M,"[0,5)",4856,5,0
21002,BR,M,"[0,5)",1054,0,0
21003,BR,M,"[0,5)",906,1,0
21004,BR,M,"[0,5)",6856,6,0
21005,BR,M,"[0,5)",1558,2,0
21006,BR,M,"[0,5)",1566,0,0
21007,BR,M,"[0,5)",2096,0,0
21008,BR,M,"[0,5)",920,1,0
21009,BR,M,"[0,5)",2399,0,0
21010,BR,M,"[0,5)",1950,0,0
21011,BR,M,"[0,5)",966,0,0
21012,BR,M,"[0,5)",4421,2,0
21013,BR,M,"[0,5)",1611,0,0
21014,BR,M,"[0,5)",985,0,0
21015,BR,M,"[0,5)",5537,3,0
21016,BR,M,"[0,5)",2183,3,0
21017,BR,M,"[0,5)",599,1,0
21018,BR,M,"[0,5)",1660,1,0
21019,BR,M,"[0,5)",1193,1,0
11001,FL,M,"[0,5)",313,0,0
11002,FL,M,"[0,5)",18267,15,0
11004,FL,M,"[0,5)",271,0,0
11005,FL,M,"[0,5)",619,0,0
11007,FL,M,"[0,5)",391,0,0
11008,FL,M,"[0,5)",857,0,0
11009,FL,M,"[0,5)",737,2,0
11013,FL,M,"[0,5)",636,0,0
11016,FL,M,"[0,5)",529,0,0
11018,FL,M,"[0,5)",348,0,0
11021,FL,M,"[0,5)",164,0,0
11022,FL,M,"[0,5)",496,0,0
11023,FL,M,"[0,5)",643,0,0
11024,FL,M,"[0,5)",498,2,0
11025,FL,M,"[0,5)",204,0,0
11029,FL,M,"[0,5)",750,0,0
11030,FL,M,"[0,5)",344,2,0
11035,FL,M,"[0,5)",451,0,0
11037,FL,M,"[0,5)",361,0,0
11038,FL,M,"[0,5)",220,0,0
11039,FL,M,"[0,5)",411,1,0
11040,FL,M,"[0,5)",868,1,0
11044,FL,M,"[0,5)",447,0,0
11050,FL,M,"[0,5)",233,0,0
11052,FL,M,"[0,5)",311,0,0
11053,FL,M,"[0,5)",547,1,0
11054,FL,M,"[0,5)",268,0,0
11055,FL,M,"[0,5)",437,0,0
11056,FL,M,"[0,5)",488,0,0
11057,FL,M,"[0,5)",377,0,0
12002,FL,M,"[0,5)",253,0,0
12005,FL,M,"[0,5)",303,0,0
12007,FL,M,"[0,5)",469,0,0
12009,FL,M,"[0,5)",391,0,0
12014,FL,M,"[0,5)",1004,0,0
12021,FL,M,"[0,5)",840,2,0
12025,FL,M,"[0,5)",2771,2,0
12026,FL,M,"[0,5)",551,1,0
12029,FL,M,"[0,5)",402,0,0
12035,FL,M,"[0,5)",469,0,0
12040,FL,M,"[0,5)",796,2,0
12041,FL,M,"[0,5)",669,0,0
13001,FL,M,"[0,5)",337,0,0
13002,FL,M,"[0,5)",80,0,0
13003,FL,M,"[0,5)",575,0,0
13004,FL,M,"[0,5)",502,0,0
13006,FL,M,"[0,5)",230,0,0
13008,FL,M,"[0,5)",1004,0,0
13010,FL,M,"[0,5)",221,0,0
13011,FL,M,"[0,5)",606,0,0
13012,FL,M,"[0,5)",203,0,0
13013,FL,M,"[0,5)",303,1,0
13014,FL,M,"[0,5)",597,1,0
13016,FL,M,"[0,5)",248,1,0
13017,FL,M,"[0,5)",451,0,0
13019,FL,M,"[0,5)",391,0,0
13021,FL,M,"[0,5)",253,1,0
13023,FL,M,"[0,5)",201,0,0
13025,FL,M,"[0,5)",963,0,0
13029,FL,M,"[0,5)",324,0,0
13031,FL,M,"[0,5)",357,0,0
