NIS,REGION,SEX,AGE,POPULATION,MORTALITY_TOTAL,MORTALITY_ATTR
23044,FL,M,"[5,10)",400,0,0
23045,FL,M,"[5,10)",511,0,0
23047,FL,M,"[5,10)",588,0,0
23050,FL,M,"[5,10)",559,0,0
23052,FL,M,"[5,10)",464,0,0
23060,FL,M,"[5,10)",488,0,0
23062,FL,M,"[5,10)",758,0,0
23064,FL,M,"[5,10)",127,0,0
23077,FL,M,"[5,10)",1115,0,0
23081,FL,M,"[5,10)",379,0,0
23086,FL,M,"[5,10)",449,0,0
23088,FL,M,"[5,10)",1647,0,0
23094,FL,M,"[5,10)",1202,0,0
23096,FL,M,"[5,10)",728,0,0
23097,FL,M,"[5,10)",341,0,0
23098,FL,M,"[5,10)",193,0,0
23099,FL,M,"[5,10)",485,0,0
23100,FL,M,"[5,10)",128,0,0
23101,FL,M,"[5,10)",581,0,0
23102,FL,M,"[5,10)",535,0,0
23103,FL,M,"[5,10)",489,0,0
23104,FL,M,"[5,10)",233,0,0
23105,FL,M,"[5,10)",415,0,0
24001,FL,M,"[5,10)",716,0,0
24007,FL,M,"[5,10)",257,0,0
24008,FL,M,"[5,10)",178,0,0
24009,FL,M,"[5,10)",313,0,0
24011,FL,M,"[5,10)",300,0,0
24014,FL,M,"[5,10)",377,0,0
24016,FL,M,"[5,10)",253,0,0
24020,FL,M,"[5,10)",636,0,0
24028,FL,M,"[5,10)",169,0,0
24033,FL,M,"[5,10)",442,0,0
24038,FL,M,"[5,10)",638,0,0
24041,FL,M,"[5,10)",213,0,0
24043,FL,M,"[5,10)",314,0,0
24045,FL,M,"[5,10)",293,0,0
24048,FL,M,"[5,10)",342,0,0
24054,FL,M,"[5,10)",222,0,0
24055,FL,M,"[5,10)",649,0,0
24059,FL,M,"[5,10)",492,1,0
24062,FL,M,"[5,10)",2604,0,0
24066,FL,M,"[5,10)",399,0,0
24086,FL,M,"[5,10)",311,0,0
24094,FL,M,"[5,10)",542,0,0
24104,FL,M,"[5,10)",762,0,0
24107,FL,M,"[5,10)",994,0,0
24109,FL,M,"[5,10)",372,0,0
24130,FL,M,"[5,10)",232,0,0
24133,FL,M,"[5,10)",181,0,0
24134,FL,M,"[5,10)",577,0,0
24135,FL,M,"[5,10)",304,0,0
24137,FL,M,"[5,10)",135,0,0
31003,FL,M,"[5,10)",462,0,0
31004,FL,M,"[5,10)",437,0,0
31005,FL,M,"[5,10)",2744,0,0
31006,FL,M,"[5,10)",278,0,0
31012,FL,M,"[5,10)",369,0,0
31022,FL,M,"[5,10)",683,0,0
31033,FL,M,"[5,10)",587,0,0
31040,FL,M,"[5,10)",644,1,0
31042,FL,M,"[5,10)",53,0,0
31043,FL,M,"[5,10)",517,0,0
32003,FL,M,"[5,10)",432,0,0
32006,FL,M,"[5,10)",351,0,0
32010,FL,M,"[5,10)",280,0,0
32011,FL,M,"[5,10)",347,0,0
32030,FL,M,"[5,10)",117,0,0
33011,FL,M,"[5,10)",885,0,0
33016,FL,M,"[5,10)",42,0,0
33021,FL,M,"[5,10)",553,0,0
33029,FL,M,"[5,10)",604,0,0
33037,FL,M,"[5,10)",410,0,0
33039,FL,M,"[5,10)",234,0,0
33040,FL,M,"[5,10)",248,0,0
33041,FL,M,"[5,10)",106,0,0
34002,FL,M,"[5,10)",439,0,0
34003,FL,M,"[5,10)",314,0,0
34009,FL,M,"[5,10)",327,0,0
34013,FL,M,"[5,10)",796,0,0
34022,FL,M,"[5,10)",2176,0,0
34023,FL,M,"[5,10)",402,0,0
34025,FL,M,"[5,10)",173,0,0
34027,FL,M,"[5,10)",1012,0,0
34040,FL,M,"[5,10)",1021,0,0
34041,FL,M,"[5,10)",923,0,0
34042,FL,M,"[5,10)",660,0,0
34043,FL,M,"[5,10)",65,0,0
35002,FL,M,"[5,10)",480,0,0
35005,FL,M,"[5,10)",325,0,0
35006,FL,M,"[5,10)",395,0,0
35011,FL,M,"[5,10)",350,0,0
35013,FL,M,"[5,10)",1565,0,0
35014,FL,M,"[5,10)",260,0,0
35029,FL,M,"[5,10)",233,0,0
36006,FL,M,"[5,10)",270,0,0
36007,FL,M,"[5,10)",296,0,0
36008,FL,M,"[5,10)",739,0,0
36010,FL,M,"[5,10)",280,0,0
36011,FL,M,"[5,10)",262,0,0
36012,FL,M,"[5,10)",341,0,0
36015,FL,M,"[5,10)",1723,0,0
36019,FL,M,"[5,10)",319,0,0
37002,FL,M,"[5,10)",257,0,0
37007,FL,M,"[5,10)",267,0,0
37010,FL,M,"[5,10)",235,0,0
37011,FL,M,"[5,10)",187,0,0
37012,FL,M,"[5,10)",158,0,0
37015,FL,M,"[5,10)",574,0,0
37017,FL,M,"[5,10)",314,0,0
37018,FL,M,"[5,10)",432,0,0
37020,FL,M,"[5,10)",233,0,0
38002,FL,M,"[5,10)",165,0,0
38008,FL,M,"[5,10)",238,0,0
38014,FL,M,"[5,10)",328,0,0
38016,FL,M,"[5,10)",193,0,0
38025,FL,M,"[5,10)",259,0,0
41002,FL,M,"[5,10)",2577,1,0
41011,FL,M,"[5,10)",732,0,0
41018,FL,M,"[5,10)",943,0,0
41024,FL,M,"[5,10)",530,0,0
41027,FL,M,"[5,10)",488,0,0
41034,FL,M,"[5,10)",549,0,0
41048,FL,M,"[5,10)",1084,0,0
41063,FL,M,"[5,10)",304,0,0
41081,FL,M,"[5,10)",707,0,0
41082,FL,M,"[5,10)",546,0,0
42003,FL,M,"[5,10)",411,0,0
42004,FL,M,"[5,10)",390,0,0
42006,FL,M,"[5,10)",1214,0,0
42008,FL,M,"[5,10)",704,0,0
42010,FL,M,"[5,10)",337,0,0
42011,FL,M,"[5,10)",576,0,0
42023,FL,M,"[5,10)",340,0,0
42025,FL,M,"[5,10)",749,0,0
42026,FL,M,"[5,10)",293,0,0
42028,FL,M,"[5,10)",625,1,0
43002,FL,M,"[5,10)",390,0,0
43005,FL,M,"[5,10)",563,0,0
43007,FL,M,"[5,10)",164,0,0
43010,FL,M,"[5,10)",606,0,0
43014,FL,M,"[5,10)",179,0,0
43018,FL,M,"[5,10)",382,1,0
44012,FL,M,"[5,10)",310,0,0
44013,FL,M,"[5,10)",530,0,0
44019,FL,M,"[5,10)",1000,0,0
44020,FL,M,"[5,10)",333,0,0
44021,FL,M,"[5,10)",7405,2,0
44034,FL,M,"[5,10)",609,0,0
44040,FL,M,"[5,10)",331,0,0
44043,FL,M,"[5,10)",669,0,0
44045,FL,M,"[5,10)",193,0,0
44048,FL,M,"[5,10)",281,0,0
44052,FL,M,"[5,10)",407,0,0
44064,FL,M,"[5,10)",201,0,0
44073,FL,M,"[5,10)",205,0,0
44081,FL,M,"[5,10)",486,0,0
44083,FL,M,"[5,10)",1285,0,0
44084,FL,M,"[5,10)",772,0,0
44085,FL,M,"[5,10)",658,0,0
45035,FL,M,"[5,10)",892,1,0
45041,FL,M,"[5,10)",940,0,0
45059,FL,M,"[5,10)",426,0,0
45060,FL,M,"[5,10)",192,0,0
45061,FL,M,"[5,10)",192,0,0
45062,FL,M,"[5,10)",41,0,0
45063,FL,M,"[5,10)",182,0,0
45064,FL,M,"[5,10)",156,0,0
45065,FL,M,"[5,10)",212,0,0
45068,FL,M,"[5,10)",440,0,0
46003,FL,M,"[5,10)",1394,0,0
46013,FL,M,"[5,10)",504,0,0
46014,FL,M,"[5,10)",1265,0,0
46020,FL,M,"[5,10)",536,0,0
46021,FL,M,"[5,10)",2556,0,0
46024,FL,M,"[5,10)",549,0,0
46025,FL,M,"[5,10)",931,0,0
71002,FL,M,"[5,10)",235,0,0
71004,FL,M,"[5,10)",1462,0,0
71011,FL,M,"[5,10)",514,0,0
71016,FL,M,"[5,10)",1860,0,0
71017,FL,M,"[5,10)",258,0,0
71020,FL,M,"[5,10)",258,0,0
71022,FL,M,"[5,10)",1964,0,0
71024,FL,M,"[5,10)",364,0,0
71034,FL,M,"[5,10)",458,0,0
71037,FL,M,"[5,10)",456,0,0
71045,FL,M,"[5,10)",184,0,0
71053,FL,M,"[5,10)",979,0,0
71057,FL,M,"[5,10)",512,0,0
71066,FL,M,"[5,10)",596,0,0
71067,FL,M,"[5,10)",158,0,0
71069,FL,M,"[5,10)",319,0,0
71070,FL,M,"[5,10)",957,0,0
72003,FL,M,"[5,10)",350,0,0
72004,FL,M,"[5,10)",446,0,0
72018,FL,M,"[5,10)",324,0,0
72020,FL,M,"[5,10)",879,0,0
72021,FL,M,"[5,10)",713,1,0
72030,FL,M,"[5,10)",466,0,0
72037,FL,M,"[5,10)",396,0,0
72038,FL,M,"[5,10)",369,0,0
72039,FL,M,"[5,10)",903,0,0
72041,FL,M,"[5,10)",601,0,0
72042,FL,M,"[5,10)",671,0,0
72043,FL,M,"[5,10)",924,0,0
73001,FL,M,"[5,10)",295,0,0
73006,FL,M,"[5,10)",907,0,0
73009,FL,M,"[5,10)",281,0,0
73022,FL,M,"[5,10)",203,0,0
73028,FL,M,"[5,10)",3,0,0
73032,FL,M,"[5,10)",286,0,0
73040,FL,M,"[5,10)",250,0,0
73042,FL,M,"[5,10)",618,0,0
73066,FL,M,"[5,10)",472,0,0
73083,FL,M,"[5,10)",780,0,0
73098,FL,M,"[5,10)",201,0,0
73107,FL,M,"[5,10)",1172,0,0
73109,FL,M,"[5,10)",112,0,0
25005,WA,M,"[5,10)",214,0,0
25014,WA,M,"[5,10)",1116,0,0
25015,WA,M,"[5,10)",312,0,0
25018,WA,M,"[5,10)",315,0,0
25023,WA,M,"[5,10)",325,0,0
25031,WA,M,"[5,10)",477,0,0
25037,WA,M,"[5,10)",425,0,0
25043,WA,M,"[5,10)",170,0,0
25044,WA,M,"[5,10)",225,0,0
25048,WA,M,"[5,10)",436,0,0
25050,WA,M,"[5,10)",234,0,0
25068,WA,M,"[5,10)",252,0,0
25072,WA,M,"[5,10)",785,1,0
25084,WA,M,"[5,10)",301,0,0
25091,WA,M,"[5,10)",649,0,0
25105,WA,M,"[5,10)",860,1,0
25107,WA,M,"[5,10)",356,0,0
25110,WA,M,"[5,10)",818,0,0
25112,WA,M,"[5,10)",948,0,0
25117,WA,M,"[5,10)",261,0,0
25118,WA,M,"[5,10)",112,0,0
25119,WA,M,"[5,10)",410,0,0
25120,WA,M,"[5,10)",280,0,0
25121,WA,M,"[5,10)",824,0,0
25122,WA,M,"[5,10)",221,0,0
25123,WA,M,"[5,10)",386,0,0
25124,WA,M,"[5,10)",252,0,0
51004,WA,M,"[5,10)",755,0,0
51008,WA,M,"[5,10)",433,0,0
51009,WA,M,"[5,10)",351,0,0
51012,WA,M,"[5,10)",124,0,0
51014,WA,M,"[5,10)",218,0,0
51017,WA,M,"[5,10)",193,0,0
51019,WA,M,"[5,10)",85,0,0
51065,WA,M,"[5,10)",339,0,0
51067,WA,M,"[5,10)",433,0,0
51068,WA,M,"[5,10)",212,0,0
51069,WA,M,"[5,10)",518,0,0
52010,WA,M,"[5,10)",429,0,0
52011,WA,M,"[5,10)",6701,2,0
52012,WA,M,"[5,10)",1071,0,0
52015,WA,M,"[5,10)",981,0,0
52018,WA,M,"[5,10)",395,0,0
52021,WA,M,"[5,10)",677,0,0
52022,WA,M,"[5,10)",537,0,0
52025,WA,M,"[5,10)",324,0,0
52048,WA,M,"[5,10)",220,0,0
52055,WA,M,"[5,10)",538,0,0
52074,WA,M,"[5,10)",332,0,0
52075,WA,M,"[5,10)",272,0,0
53014,WA,M,"[5,10)",550,0,0
53020,WA,M,"[5,10)",490,0,0
53028,WA,M,"[5,10)",684,0,0
53039,WA,M,"[5,10)",203,0,0
53044,WA,M,"[5,10)",325,0,0
53046,WA,M,"[5,10)",154,0,0
53053,WA,M,"[5,10)",2824,0,0
53065,WA,M,"[5,10)",555,0,0
53068,WA,M,"[5,10)",231,0,0
53070,WA,M,"[5,10)",623,1,0
53082,WA,M,"[5,10)",695,0,0
53083,WA,M,"[5,10)",148,0,0
53084,WA,M,"[5,10)",236,0,0
55004,WA,M,"[5,10)",694,1,0
55035,WA,M,"[5,10)",258,0,0
55040,WA,M,"[5,10)",771,0,0
55050,WA,M,"[5,10)",364,0,0
55085,WA,M,"[5,10)",356,0,0
55086,WA,M,"[5,10)",754,0,0
56001,WA,M,"[5,10)",374,1,0
56005,WA,M,"[5,10)",227,0,0
56016,WA,M,"[5,10)",277,0,0
56022,WA,M,"[5,10)",303,0,0
56029,WA,M,"[5,10)",122,0,0
56044,WA,M,"[5,10)",154,0,0
56049,WA,M,"[5,10)",139,0,0
56051,WA,M,"[5,10)",167,0,0
56078,WA,M,"[5,10)",395,0,0
56086,WA,M,"[5,10)",330,0,0
56088,WA,M,"[5,10)",129,0,0
57003,WA,M,"[5,10)",230,0,0
57018,WA,M,"[5,10)",158,0,0
57027,WA,M,"[5,10)",350,0,0
57062,WA,M,"[5,10)",177,0,0
57064,WA,M,"[5,10)",503,0,0
57072,WA,M,"[5,10)",149,0,0
57081,WA,M,"[5,10)",1806,0,0
57093,WA,M,"[5,10)",267,0,0
57094,WA,M,"[5,10)",374,0,0
57095,WA,M,"[5,10)",102,0,0
57096,WA,M,"[5,10)",1918,1,0
57097,WA,M,"[5,10)",491,1,0
58001,WA,M,"[5,10)",2539,1,0
58002,WA,M,"[5,10)",913,0,0
58003,WA,M,"[5,10)",233,0,0
58004,WA,M,"[5,10)",558,0,0
61003,WA,M,"[5,10)",449,0,0
61010,WA,M,"[5,10)",101,0,0
61012,WA,M,"[5,10)",149,0,0
61019,WA,M,"[5,10)",156,0,0
61024,WA,M,"[5,10)",107,0,0
61028,WA,M,"[5,10)",208,0,0
61031,WA,M,"[5,10)",565,0,0
61039,WA,M,"[5,10)",188,0,0
61041,WA,M,"[5,10)",147,0,0
61043,WA,M,"[5,10)",164,0,0
61048,WA,M,"[5,10)",98,0,0
61063,WA,M,"[5,10)",131,0,0
61068,WA,M,"[5,10)",227,0,0
61072,WA,M,"[5,10)",397,0,0
61079,WA,M,"[5,10)",129,0,0
61080,WA,M,"[5,10)",200,0,0
61081,WA,M,"[5,10)",77,0,0
62003,WA,M,"[5,10)",884,0,0
62006,WA,M,"[5,10)",269,0,0
62009,WA,M,"[5,10)",355,0,0
62011,WA,M,"[5,10)",257,0,0
62015,WA,M,"[5,10)",354,0,0
62022,WA,M,"[5,10)",518,0,0
62026,WA,M,"[5,10)",160,0,0
62027,WA,M,"[5,10)",212,0,0
62032,WA,M,"[5,10)",312,0,0
62038,WA,M,"[5,10)",441,0,0
62051,WA,M,"[5,10)",1317,0,0
62060,WA,M,"[5,10)",246,0,0
62063,WA,M,"[5,10)",5593,2,0
62079,WA,M,"[5,10)",747,1,0
62093,WA,M,"[5,10)",902,1,0
62096,WA,M,"[5,10)",2145,0,0
62099,WA,M,"[5,10)",487,0,0
62100,WA,M,"[5,10)",402,0,0
62108,WA,M,"[5,10)",518,0,0
62118,WA,M,"[5,10)",740,0,0
62119,WA,M,"[5,10)",354,0,0
62120,WA,M,"[5,10)",808,0,0
62121,WA,M,"[5,10)",240,0,0
62122,WA,M,"[5,10)",214,0,0
63001,WA,M,"[5,10)",166,0,0
63003,WA,M,"[5,10)",109,0,0
63004,WA,M,"[5,10)",135,0,0
63012,WA,M,"[5,10)",129,0,0
63013,WA,M,"[5,10)",126,0,0
63020,WA,M,"[5,10)",613,0,0
63023,WA,M,"[5,10)",516,0,0
63035,WA,M,"[5,10)",533,0,0
63038,WA,M,"[5,10)",235,0,0
63040,WA,M,"[5,10)",328,0,0
63045,WA,M,"[5,10)",97,0,0
63046,WA,M,"[5,10)",175,0,0
63048,WA,M,"[5,10)",173,0,0
63049,WA,M,"[5,10)",353,0,0
63057,WA,M,"[5,10)",110,0,0
63058,WA,M,"[5,10)",291,0,0
63061,WA,M,"[5,10)",305,0,0
63067,WA,M,"[5,10)",246,0,0
63072,WA,M,"[5,10)",235,0,0
63073,WA,M,"[5,10)",219,0,0
63075,WA,M,"[5,10)",76,0,0
63076,WA,M,"[5,10)",316,0,0
63079,WA,M,"[5,10)",1841,0,0
63080,WA,M,"[5,10)",229,0,0
63084,WA,M,"[5,10)",297,0,0
63086,WA,M,"[5,10)",75,0,0
63087,WA,M,"[5,10)",106,0,0
63088,WA,M,"[5,10)",309,0,0
63089,WA,M,"[5,10)",182,0,0
64008,WA,M,"[5,10)",111,0,0
64015,WA,M,"[5,10)",236,0,0
64021,WA,M,"[5,10)",83,0,0
64023,WA,M,"[5,10)",81,0,0
64025,WA,M,"[5,10)",99,0,0
64029,WA,M,"[5,10)",119,0,0
64034,WA,M,"[5,10)",487,0,0
64047,WA,M,"[5,10)",109,0,0
64056,WA,M,"[5,10)",112,0,0
64063,WA,M,"[5,10)",173,0,0
64065,WA,M,"[5,10)",199,0,0
64074,WA,M,"[5,10)",417,0,0
64075,WA,M,"[5,10)",85,0,0
64076,WA,M,"[5,10)",113,0,0
81001,WA,M,"[5,10)",886,0,0
81003,WA,M,"[5,10)",212,0,0
81004,WA,M,"[5,10)",554,0,0
81013,WA,M,"[5,10)",80,0,0
81015,WA,M,"[5,10)",253,0,0
82003,WA,M,"[5,10)",524,0,0
82005,WA,M,"[5,10)",138,0,0
82009,WA,M,"[5,10)",71,0,0
82014,WA,M,"[5,10)",151,0,0
82032,WA,M,"[5,10)",226,0,0
82036,WA,M,"[5,10)",213,0,0
82037,WA,M,"[5,10)",170,0,0
82038,WA,M,"[5,10)",96,0,0
83012,WA,M,"[5,10)",281,0,0
83013,WA,M,"[5,10)",93,0,0
83028,WA,M,"[5,10)",212,0,0
83031,WA,M,"[5,10)",111,0,0
83034,WA,M,"[5,10)",527,0,0
83040,WA,M,"[5,10)",202,0,0
83044,WA,M,"[5,10)",76,0,0
83049,WA,M,"[5,10)",79,0,0
83055,WA,M,"[5,10)",110,0,0
84009,WA,M,"[5,10)",265,0,0
84010,WA,M,"[5,10)",123,0,0
84016,WA,M,"[5,10)",56,0,0
84029,WA,M,"[5,10)",42,0,0
84033,WA,M,"[5,10)",252,1,0
84035,WA,M,"[5,10)",155,0,0
84043,WA,M,"[5,10)",295,0,0
84050,WA,M,"[5,10)",173,0,0
84059,WA,M,"[5,10)",168,0,0
84068,WA,M,"[5,10)",73,0,0
84075,WA,M,"[5,10)",82,0,0
84077,WA,M,"[5,10)",360,0,0
85007,WA,M,"[5,10)",162,0,0
85009,WA,M,"[5,10)",169,0,0
85011,WA,M,"[5,10)",139,0,0
85024,WA,M,"[5,10)",84,0,0
85026,WA,M,"[5,10)",157,0,0
85034,WA,M,"[5,10)",126,0,0
85039,WA,M,"[5,10)",157,0,0
85045,WA,M,"[5,10)",313,0,0
85046,WA,M,"[5,10)",284,0,0
85047,WA,M,"[5,10)",69,0,0
91005,WA,M,"[5,10)",214,0,0
91013,WA,M,"[5,10)",288,0,0
91015,WA,M,"[5,10)",108,0,0
91030,WA,M,"[5,10)",458,0,0
91034,WA,M,"[5,10)",371,0,0
91054,WA,M,"[5,10)",127,0,0
91059,WA,M,"[5,10)",271,0,0
91064,WA,M,"[5,10)",180,0,0
91072,WA,M,"[5,10)",147,0,0
91103,WA,M,"[5,10)",102,0,0
91114,WA,M,"[5,10)",369,1,0
91120,WA,M,"[5,10)",172,0,0
91141,WA,M,"[5,10)",300,0,0
91142,WA,M,"[5,10)",142,0,0
91143,WA,M,"[5,10)",65,0,0
92003,WA,M,"[5,10)",916,0,0
92006,WA,M,"[5,10)",250,0,0
92035,WA,M,"[5,10)",514,0,0
92045,WA,M,"[5,10)",249,0,0
92048,WA,M,"[5,10)",332,0,0
92054,WA,M,"[5,10)",233,0,0
92087,WA,M,"[5,10)",376,0,0
92094,WA,M,"[5,10)",2965,0,0
92097,WA,M,"[5,10)",180,0,0
92101,WA,M,"[5,10)",347,0,0
92114,WA,M,"[5,10)",262,0,0
92137,WA,M,"[5,10)",832,0,0
92138,WA,M,"[5,10)",257,0,0
92140,WA,M,"[5,10)",558,0,0
92141,WA,M,"[5,10)",313,0,0
92142,WA,M,"[5,10)",836,0,0
93010,WA,M,"[5,10)",154,0,0
93014,WA,M,"[5,10)",349,0,0
93018,WA,M,"[5,10)",77,0,0
93022,WA,M,"[5,10)",326,0,0
93056,WA,M,"[5,10)",267,0,0
93088,WA,M,"[5,10)",523,0,0
93090,WA,M,"[5,10)",153,0,0
21001,BR,F,"[50,55)",3378,10,1.12544604367113
21002,BR,F,"[50,55)",1113,6,0.612811736194398
21003,BR,F,"[50,55)",844,0,0
21004,BR,F,"[50,55)",4922,13,1.51165138458037
21005,BR,F,"[50,55)",1469,3,0.337024433139707
21006,BR,F,"[50,55)",1278,3,0.355602309509976
21007,BR,F,"[50,55)",1685,6,0.682632217895722
21008,BR,F,"[50,55)",795,3,0.34970947655934
21009,BR,F,"[50,55)",2353,4,0.442269381232445
21010,BR,F,"[50,55)",1597,9,1.02305019559032
21011,BR,F,"[50,55)",590,0,0
21012,BR,F,"[50,55)",2658,4,0.464653331933851
21013,BR,F,"[50,55)",1440,3,0.357826334509759
21014,BR,F,"[50,55)",712,1,0.119034384303395
21015,BR,F,"[50,55)",3709,7,0.829021502343333
21016,BR,F,"[50,55)",2996,3,0.311724663505531
21017,BR,F,"[50,55)",978,3,0.294428809038026
21018,BR,F,"[50,55)",1926,8,0.917678102699288
21019,BR,F,"[50,55)",1491,3,0.320643311225813
11001,FL,F,"[50,55)",539,0,0
11002,FL,F,"[50,55)",14730,28,3.50759972967871
11004,FL,F,"[50,55)",518,1,0.115189609103462
11005,FL,F,"[50,55)",690,0,0
11007,FL,F,"[50,55)",375,0,0
11008,FL,F,"[50,55)",1434,1,0.109950820444923
11009,FL,F,"[50,55)",1191,4,0.471636297151149
11013,FL,F,"[50,55)",735,1,0.116657547269961
11016,FL,F,"[50,55)",732,1,0.118130867586485
11018,FL,F,"[50,55)",412,1,0.121055058891355
11021,FL,F,"[50,55)",286,2,0.232416756261719
11022,FL,F,"[50,55)",726,0,0
11023,FL,F,"[50,55)",1047,2,0.234413120547417
11024,FL,F,"[50,55)",828,3,0.360742700243921
11025,FL,F,"[50,55)",367,1,0.11954133045387
11029,FL,F,"[50,55)",955,0,0
11030,FL,F,"[50,55)",343,1,0.115431867036645
11035,FL,F,"[50,55)",737,2,0.236990597769948
11037,FL,F,"[50,55)",551,0,0
11038,FL,F,"[50,55)",349,0,0
11039,FL,F,"[50,55)",795,1,0.11315738667943
11040,FL,F,"[50,55)",1352,4,0.465854813925882
11044,FL,F,"[50,55)",702,2,0.246609810204186
11050,FL,F,"[50,55)",377,0,0
11052,FL,F,"[50,55)",490,1,0.127407301257646
11053,FL,F,"[50,55)",782,1,0.115594425323638
11054,FL,F,"[50,55)",496,0,0
11055,FL,F,"[50,55)",851,3,0.35158666889919
11056,FL,F,"[50,55)",654,2,0.239765302380229
11057,FL,F,"[50,55)",599,0,0
12002,FL,F,"[50,55)",436,3,0.370118741462569
12005,FL,F,"[50,55)",595,1,0.121375403397524
12007,FL,F,"[50,55)",867,2,0.232979577351854
12009,FL,F,"[50,55)",631,3,0.361053362782424
12014,FL,F,"[50,55)",1683,5,0.620470897759916
12021,FL,F,"[50,55)",1367,3,0.368957706358544
12025,FL,F,"[50,55)",2732,6,0.707604361627993
12026,FL,F,"[50,55)",866,2,0.241330252990106
12029,FL,F,"[50,55)",689,0,0
12035,FL,F,"[50,55)",752,0,0
12040,FL,F,"[50,55)",867,2,0.229312201041876
12041,FL,F,"[50,55)",969,3,0.356409179672799
13001,FL,F,"[50,55)",507,0,0
13002,FL,F,"[50,55)",103,0,0
13003,FL,F,"[50,55)",820,2,0.252161759551094
13004,FL,F,"[50,55)",664,1,0.121039509878515
13006,FL,F,"[50,55)",400,1,0.120379699283717
13008,FL,F,"[50,55)",1478,3,0.362846402650985
13010,FL,F,"[50,55)",455,2,0.231388605739899
13011,FL,F,"[50,55)",1142,2,0.231972213585284
13012,FL,F,"[50,55)",355,1,0.117600895233556
13013,FL,F,"[50,55)",556,1,0.11590688391895
13014,FL,F,"[50,55)",794,1,0.12517197820352
13016,FL,F,"[50,55)",399,1,0.118939097950849
13017,FL,F,"[50,55)",753,0,0
13019,FL,F,"[50,55)",681,0,0
13021,FL,F,"[50,55)",399,0,0
13023,FL,F,"[50,55)",345,1,0.122902070770886
13025,FL,F,"[50,55)",1369,5,0.600181919377802
13029,FL,F,"[50,55)",445,2,0.245307749314048
13031,FL,F,"[50,55)",511,1,0.120575459767479
13035,FL,F,"[50,55)",598,0,0
13036,FL,F,"[50,55)",444,0,0
13037,FL,F,"[50,55)",417,0,0
13040,FL,F,"[50,55)",1510,4,0.485721796776259
13044,FL,F,"[50,55)",296,1,0.115945471215352
13046,FL,F,"[50,55)",450,0,0
13049,FL,F,"[50,55)",896,2,0.235555776497585
13053,FL,F,"[50,55)",595,2,0.232010858648164
23002,FL,F,"[50,55)",1209,4,0.448860004604089
23003,FL,F,"[50,55)",895,0,0
23009,FL,F,"[50,55)",80,0,0
23016,FL,F,"[50,55)",1634,0,0
23023,FL,F,"[50,55)",306,1,0.104480113105539
23024,FL,F,"[50,55)",350,0,0
23025,FL,F,"[50,55)",1378,3,0.336230184907593
23027,FL,F,"[50,55)",1309,0,0
23032,FL,F,"[50,55)",234,0,0
23033,FL,F,"[50,55)",364,1,0.0983081255617718
23038,FL,F,"[50,55)",488,1,0.111969758619201
23039,FL,F,"[50,55)",380,2,0.222021888927779
23044,FL,F,"[50,55)",507,0,0
23045,FL,F,"[50,55)",727,2,0.222812411293474
23047,FL,F,"[50,55)",504,0,0
23050,FL,F,"[50,55)",762,0,0
23052,FL,F,"[50,55)",628,0,0
23060,FL,F,"[50,55)",497,0,0
23062,FL,F,"[50,55)",992,1,0.103441130127734
23064,FL,F,"[50,55)",187,1,0.0984598215279382
23077,FL,F,"[50,55)",1231,1,0.103468362975149
23081,FL,F,"[50,55)",421,1,0.116345624513835
23086,FL,F,"[50,55)",559,0,0
23088,FL,F,"[50,55)",1437,2,0.23795055888728
23094,FL,F,"[50,55)",1139,1,0.116868751713266
23096,FL,F,"[50,55)",909,0,0
23097,FL,F,"[50,55)",467,1,0.106033343796499
23098,FL,F,"[50,55)",183,0,0
23099,FL,F,"[50,55)",523,0,0
23100,FL,F,"[50,55)",202,0,0
23101,FL,F,"[50,55)",729,2,0.187414479639034
23102,FL,F,"[50,55)",580,1,0.108084575817704
23103,FL,F,"[50,55)",488,0,0
23104,FL,F,"[50,55)",370,1,0.104464970495546
23105,FL,F,"[50,55)",496,2,0.218539115486629
24001,FL,F,"[50,55)",1174,3,0.36292695557007
24007,FL,F,"[50,55)",394,0,0
24008,FL,F,"[50,55)",238,2,0.23138178211307
24009,FL,F,"[50,55)",384,0,0
24011,FL,F,"[50,55)",335,0,0
24014,FL,F,"[50,55)",461,0,0
24016,FL,F,"[50,55)",309,0,0
24020,FL,F,"[50,55)",855,0,0
24028,FL,F,"[50,55)",233,1,0.122435318288707
24033,FL,F,"[50,55)",580,0,0
24038,FL,F,"[50,55)",762,1,0.113474391677616
24041,FL,F,"[50,55)",263,0,0
24043,FL,F,"[50,55)",398,0,0
24045,FL,F,"[50,55)",364,3,0.32098365144815
24048,FL,F,"[50,55)",549,1,0.122141163966404
24054,FL,F,"[50,55)",313,0,0
24055,FL,F,"[50,55)",780,2,0.202508329059597
24059,FL,F,"[50,55)",616,2,0.190325654447741
24062,FL,F,"[50,55)",2777,4,0.46699443174528
24066,FL,F,"[50,55)",561,0,0
24086,FL,F,"[50,55)",381,0,0
24094,FL,F,"[50,55)",689,1,0.118118531833068
24104,FL,F,"[50,55)",888,0,0
24107,FL,F,"[50,55)",1203,5,0.556718717689543
24109,FL,F,"[50,55)",639,2,0.247638807682926
24130,FL,F,"[50,55)",326,0,0
24133,FL,F,"[50,55)",290,0,0
24134,FL,F,"[50,55)",876,2,0.233541138225269
24135,FL,F,"[50,55)",380,0,0
