year,sex,geo,region_name,var1,lci1,uci1,n,crude_rate
2023,0,kt,LU,117.0859,106.9942,127.9053,499,115.3107
2023,0,kt,SZ,124.2317,108.1075,142.2641,215,128.4326
2023,0,kt,NW,131.8946,102.8916,167.6731,71,157.7217
2023,0,kt,ZG,132.3583,113.0372,154.2809,169,127.4933
2023,0,kt,GL,134.8156,103.5507,173.473,63,149.8003
2023,0,kt,OW,145.9721,112.108,187.9138,63,160.4196
2023,0,kt,VS,145.9871,134.2382,158.5468,572,156.3508
2023,0,kt,SO,146.2009,133.0571,160.3943,457,159.32
2023,0,kt,BE,148.9193,142.0477,156.0715,1775,166.8966
2023,0,kt,FR,150.8589,137.4791,165.293,471,137.906
2023,0,kt,GR,154.9804,139.6526,171.7499,375,183.0268
2023,0,kt,ZH,156.8822,150.4735,163.5039,2287,142.4471
2023,0,kt,GE,157.9309,146.5598,170.006,735,140.1575
2023,0,kt,SG,165.6789,154.9648,176.9675,896,167.441
2023,0,kt,CH,166.2935,163.6314,168.9897,14992,167.2793
2023,0,kt,AG,175.9074,166.3866,185.8642,1285,176.7796
2023,0,kt,SH,180.9787,155.0529,210.3909,175,200.8931
2023,0,kt,VD,187.8597,178.0765,198.0616,1399,165.3918
2023,0,kt,TI,191.3276,178.3514,205.1628,827,231.1864
2023,0,kt,TG,206.2311,190.3361,223.1849,628,212.7227
2023,0,kt,NE,212.6907,191.626,235.5066,376,210.8912
2023,0,kt,BL,219.3961,204.0109,235.7698,765,255.9924
2023,0,kt,JU,233.1257,201.2705,269.0129,193,258.8936
2023,0,kt,BS,291.1021,267.4274,316.48,567,283.4561
